date,close,high,low,open,volume,daily_return,log_return,sma_20,sma_50,sma_200,volatility_20,volatility_annual,cumulative_return,rolling_max,drawdown,max_drawdown
2023-01-27,143.6267852783203,144.9062704324847,140.82177572822627,140.90051489349364,70555800,0.013684221408972741,0.013591437939285713,,,,,,1.1667865551222651,1.1667865551222651,0.0,-0.010604719163214526
2023-01-30,140.7430419921875,143.2527985417942,140.59541543784155,142.6721140707524,64015300,-0.020078032663229828,-0.02028233565433236,,,,,,1.143359776557503,1.1667865551222651,-0.020078032663229755,-0.020078032663229755
2023-01-31,142.01268005371094,142.06189391275458,140.0344090710312,140.4477784546675,65874500,0.00902096504062988,0.00898051919389677,133.63600845336913,,,,,1.1536739851306905,1.1667865551222651,-0.011238190853339564,-0.020078032663229755
2023-02-01,143.13467407226562,144.29605796571016,139.08955653554688,141.69772563249788,77663600,0.007900660829232464,0.007869614028080861,134.6379409790039,,,0.01275791153199514,0.2025255669733332,1.1627887719947172,1.1667865551222651,-0.0034263191583734265,-0.020078032663229755
2023-02-02,148.43960571289062,148.7939093931277,145.831421817907,146.5498959772077,118339000,0.037062519441981356,0.036392216188033816,135.84163818359374,,,0.014354432093941258,0.2278695451927963,1.2058846534636891,1.2058846534636891,0.0,-0.020078032663229755
2023-02-03,152.06155395507812,154.89610423261004,145.49682718195612,145.6936676139042,154357300,0.024400147284094897,0.024107219119184228,137.29237594604493,,,0.013969209699952962,0.22175432926912048,1.2353084166158328,1.2353084166158328,0.0,-0.020078032663229755
2023-02-06,149.3352508544922,150.6836384438328,148.40024764766747,150.1620046015634,69858300,-0.017928944099777744,-0.018091614894878504,138.38042678833008,,,0.013955416325754531,0.22153536624190345,1.2131606410683426,1.2353084166158328,-0.01792894409977768,-0.020078032663229755
2023-02-07,152.2091522216797,152.77999988075524,148.2624474794368,148.2624474794368,83322600,0.0192446281152181,0.019061792274313767,139.58609313964843,,,0.01414221575424523,0.22450071523891577,1.2365074664497224,1.2365074664497224,0.0,-0.020078032663229755
2023-02-08,149.52223205566406,152.14025265616812,148.78406936876726,151.45130381865607,64120100,-0.01765281605472946,-0.017810485305195377,140.62886962890624,,,0.015311716621076268,0.24306596594917212,1.214679627594186,1.2365074664497224,-0.01765281605472938,-0.020078032663229755
2023-02-09,148.4888153076172,151.89421276586904,148.04592065726195,151.35289040745275,56007100,-0.00691145881009958,-0.006935453564626014,141.4841522216797,,,0.015297169858887195,0.2428350432583712,1.2062844193806017,1.2365074664497224,-0.024442268153784422,-0.024442268153784422
2023-02-10,148.85353088378906,149.17882019931434,147.08909918660703,147.32567733632254,57450700,0.002456182140158525,0.0024531706549684664,142.3616081237793,,,0.015240326120717606,0.2419326768896432,1.2092472736274358,1.2365074664497224,-0.02204612067613024,-0.024442268153784422
2023-02-13,151.65298461914062,152.0571182724141,148.7648180243575,148.79438841262413,62199000,0.01880676742251497,0.018632106643815285,143.31260375976564,,,0.015473878172411347,0.24564020077146645,1.2319893058588574,1.2365074664497224,-0.0036539695177398956,-0.024442268153784422
2023-02-14,151.0122833251953,151.57415087909246,148.70570240485208,149.94770404483108,61707600,-0.004224785259283603,-0.004233734880239427,144.173494720459,,,0.01566021955373415,0.24859827849510877,1.2267844155998697,1.2365074664497224,-0.00786331754046715,-0.024442268153784422
2023-02-15,153.1118621826172,153.279432747917,150.696851620169,150.923562968411,65573800,0.013903364754114467,0.013807599596114287,145.17528762817383,,,0.015503842623240439,0.24611587168186486,1.2438408468046178,1.2438408468046178,0.0,-0.024442268153784422
2023-02-16,151.5149688720703,154.09754945424802,151.16010920849044,151.31781291605773,68167900,-0.01042958584516629,-0.010484355122367126,146.09428482055665,,,0.015936027438350698,0.2529765929290659,1.2308681019151446,1.2438408468046178,-0.010429585845166374,-0.024442268153784422
2023-02-17,150.37155151367188,150.81512239489066,148.69583093968438,150.17441057100683,59144100,-0.007546563662392147,-0.007575183050218007,146.8281623840332,,,0.015944926212234766,0.25311785658508973,1.2215792774240342,1.2438408468046178,-0.017897441974005616,-0.024442268153784422
2023-02-21,146.35968017578125,149.1394173925265,146.29068760704538,148.05511953332274,58867200,-0.02667972297622978,-0.02704208649456247,147.20200271606444,,,0.0168475694686198,0.2674468740591156,1.188987880708858,1.2438408468046178,-0.0440996661563857,-0.0440996661563857
2023-02-22,146.78353881835938,147.8086807909047,145.0585291708209,146.74410160351695,51011300,0.0028960068925338867,0.0028918215431597413,147.52715682983398,,,0.01676004390678285,0.26605744883922494,1.1924311978065303,1.2438408468046178,-0.04133137220099908,-0.0440996661563857
2023-02-23,147.26654052734375,148.19311959888688,145.13739706863274,147.946689634791,48394200,0.003290571360199168,0.003285169277642398,147.90943145751953,,,0.016676870882326295,0.26473711800821814,1.1963549777550404,1.2438408468046178,-0.03817680467044228,-0.0440996661563857
2023-02-24,144.61492919921875,145.08807039598366,143.6390613800591,145.00921102304162,55469600,-0.018005524667245476,-0.01816959657755532,148.0557830810547,,,0.01704370526807889,0.2705604333505092,1.1748139786922902,1.2438408468046178,-0.055494935939477415,-0.055494935939477415
2023-02-27,145.80764770507812,147.03979725813033,145.34435826985944,145.60065500306268,44998500,0.008247547555870316,0.008213722391362964,148.1648262023926,,,0.016875977802872522,0.26789784238468145,1.1845033128508562,1.2438408468046178,-0.04770508550687783,-0.055494935939477415
2023-02-28,145.3049774169922,146.95112788301643,144.73325805691135,144.95011764317968,50547000,-0.00344748918179294,-0.0034534454660460233,148.3929229736328,,,0.016184052036901167,0.2569138613698129,1.180419750494005,1.2438408468046178,-0.050988111922469236,-0.055494935939477415
2023-03-01,143.23492431640625,145.12750429739225,142.9392054041828,144.73322244168676,55479000,-0.014246264218777283,-0.014348716445913219,148.45403518676758,,,0.01646543799454978,0.2613807249679968,1.1636031788394043,1.2438408468046178,-0.0645079860267824,-0.0645079860267824
2023-03-02,143.82635498046875,144.61493369350907,141.8450488958328,142.31820514818978,52238100,0.004129095378694325,0.004120594058178633,148.48861923217774,,,0.016398362882885133,0.26031594058023755,1.1684078073477842,1.2438408468046178,-0.06064525027508014,-0.0645079860267824
2023-03-03,148.87326049804688,148.9521198871165,145.22610023869615,145.9259528752422,70732300,0.035090269222657344,0.034488639554431,148.51030197143555,,,0.01617043152566409,0.25669764245703575,1.2094075518694727,1.2438408468046178,-0.02768303921165077,-0.0645079860267824
2023-03-06,151.63328552246094,154.0680147422593,151.26857399298945,151.59384830577196,87558000,0.018539427531717667,0.018369667306805393,148.4888885498047,,,0.01575797176038323,0.25015004666851637,1.2318292755336688,1.2438408468046178,-0.009656839379255213,-0.0645079860267824
2023-03-07,149.4351043701172,151.83039589059405,148.9718149331636,151.50510660246357,56182000,-0.014496692759573215,-0.014602796494002025,148.49388122558594,,,0.015570280270984243,0.24717053664359814,1.2139718249940097,1.2438408468046178,-0.02401353990531873,-0.0645079860267824
2023-03-08,150.68698120117188,151.278419098267,149.66183922588297,150.62784041964048,47204800,0.008377394564225593,0.008342498948493326,148.41777267456055,,,0.015049705419860874,0.2389066670743967,1.2241417459618376,1.2438408468046178,-0.015837316239763744,-0.0645079860267824
2023-03-09,148.4395294189453,152.33311931510104,148.08466971716794,151.36711819838627,53833600,-0.014914704404530799,-0.015027047045969893,148.3636375427246,,,0.014896122668415411,0.23646861647843426,1.2058840336715706,1.2438408468046178,-0.030515811754017325,-0.0645079860267824
2023-03-10,146.37940979003906,148.78456882882224,145.5021196528658,148.0649974904625,68572400,-0.013878510912628372,-0.013975717885178072,148.2581672668457,,,0.015139376087347872,0.24033014479080328,1.1891481589508954,1.2438408468046178,-0.04397080864020982,-0.0645079860267824
2023-03-13,148.32127380371094,150.95314411845015,145.59082548311505,145.69925527320058,84457100,0.013265964225823934,0.013178741868065577,148.2315544128418,,,0.01544436468154456,0.24517168862853708,1.2049233558867425,1.2438408468046178,-0.03128815958878739,-0.0645079860267824
2023-03-14,150.41098022460938,151.209410853691,147.95654755608294,149.11968969699433,73695900,0.014089053898390658,0.013990725670045567,148.16945419311523,,,0.015174614097281165,0.24088953085668519,1.2218995859912605,1.2438408468046178,-0.01763992625722467,-0.0645079860267824
2023-03-15,150.80528259277344,151.06156433450928,147.77911548729296,149.03098388604963,77167900,0.0026214998903355546,0.0026180697529268283,148.15910415649415,142.61224670410155,,0.015158678528236066,0.2406365615405234,1.2251027956219376,1.2438408468046178,-0.01506466943163799,-0.0645079860267824
2023-03-16,153.6244354248047,154.22572509887632,149.47454848721353,149.98712698991974,76161100,0.01869399256817772,0.018521407441471988,148.18473281860352,143.22281494140626,,0.015424781410436211,0.244860813837278,1.248004858178548,1.248004858178548,0.0,-0.0645079860267824
2023-03-17,152.78656005859375,154.50171782493953,152.07684064085686,153.8511391851991,98944600,-0.005454050092317919,-0.005468977725637237,148.2483123779297,143.79123291015625,,0.015282432571467887,0.2426010960733042,1.2411981771665859,1.248004858178548,-0.0054540500923180016,-0.0645079860267824
2023-03-20,155.1522674560547,155.5662829465371,151.94867858194203,152.85555389921097,73641400,0.015483740170298299,0.01536509026097447,148.48734817504882,144.43334228515624,,0.01550794698985982,0.24618102648205076,1.2604165672416812,1.2604165672416812,0.0,-0.0645079860267824
2023-03-21,157.0054473876953,157.1237289497417,154.3045697408097,155.07344501678244,73938300,0.011944265862344094,0.011873496090132949,149.01963653564454,145.02196655273437,,0.014134534829750552,0.22437878434260386,1.275471317818119,1.275471317818119,0.0,-0.0645079860267824
2023-03-22,155.576171875,159.824622189753,155.55645326577164,157.02518131500096,75701800,-0.009103349829423402,-0.009145038515815654,149.45926818847656,145.57157348632813,,0.014418313248436771,0.22888362708234927,1.2638602562146248,1.275471317818119,-0.009103349829423485,-0.0645079860267824
2023-03-23,156.66043090820312,159.24302685232914,155.4282812343858,156.56186795883147,67622100,0.00696931297470349,0.006945139562761137,149.92896270751953,146.13144805908203,,0.014445502873349123,0.22931524899690453,1.2726684938964734,1.275471317818119,-0.0021974809487995306,-0.0645079860267824
2023-03-24,157.96157836914062,158.0502895303303,155.59585715875076,156.59142861861952,59196500,0.008305527141693636,0.008271226046056498,150.59629516601564,146.66301635742187,,0.013585609809638102,0.21566486979277183,1.2832386766149089,1.2832386766149089,0.0,-0.0645079860267824
2023-03-27,156.0197296142578,158.47417734472043,155.61558088418133,157.6560281012329,52390300,-0.012293171383391144,-0.012369357437394684,151.1068992614746,147.1573226928711,,0.0140565048813276,0.2231400973125499,1.2674636036374858,1.2832386766149089,-0.01229317138339112,-0.0645079860267824
2023-03-28,155.3987274169922,156.226743517172,153.7525770821358,155.71416498675424,45992200,-0.00398027992229566,-0.003988222318738318,151.6115867614746,147.61263580322264,,0.014070829754149571,0.22336749761884728,1.262418743703687,1.2832386766149089,-0.016224521042448203,-0.0645079860267824
2023-03-29,158.47415161132812,158.7501519087846,157.0744315196879,157.09413508315754,51305700,0.01979053654721019,0.019597249881417672,152.3735481262207,148.10622955322265,,0.013873909315691735,0.22024148256949588,1.2874026879888378,1.2874026879888378,0.0,-0.0645079860267824
2023-03-30,160.04144287109375,160.14987263415844,158.96701206310877,159.2232937572216,49501700,0.009889885787869979,0.009841300937216845,153.18430252075194,148.64553833007812,,0.013911153168646332,0.2208327104061982,1.3001349535360442,1.3001349535360442,0.0,-0.0645079860267824
2023-03-31,162.54518127441406,162.64375926608275,159.59788883873148,160.120319104618,68749800,0.015644312862993726,0.015523202097192915,153.8678985595703,149.23374145507813,,0.012318659790482085,0.1955526617473598,1.320474671513276,1.320474671513276,0.0,-0.0645079860267824
2023-04-03,163.7970428466797,163.91532439911353,161.87489241518372,161.92418140899423,56976200,0.0077016221732970624,0.007672116080930423,154.47608642578126,149.7958023071289,,0.011898611007493261,0.18888459403753718,1.33064446852268,1.33064446852268,0.0,-0.0645079860267824
2023-04-04,163.2647705078125,164.45748300799937,162.75219201536794,164.22091988909426,46278300,-0.00324958454448665,-0.00325487591061319,155.167569732666,150.28344024658202,,0.01122866893157212,0.17824959328330306,1.326320426823562,1.33064446852268,-0.003249584544486633,-0.0645079860267824
2023-04-05,161.42144775390625,162.69303455117807,159.489445623491,162.38746386000238,51511700,-0.011290388907373328,-0.01135460918705772,155.70429306030275,150.7062600708008,,0.011721209619369344,0.186068434306256,1.3113457533889306,1.33064446852268,-0.014503284378565342,-0.0645079860267824
2023-04-06,162.3086700439453,162.6043890725921,159.68665105264884,160.11050346235672,45390100,0.00549630982985394,0.005481260238607963,156.39775009155272,151.16001251220703,,0.010891620991566745,0.172899123108338,1.3185533159436194,1.33064446852268,-0.009086689093206481,-0.0645079860267824
2023-04-10,159.71617126464844,159.71617126464844,157.7940207437735,159.11488161033475,47716900,-0.015972645075552405,-0.016101582596321613,157.0645881652832,151.52057800292968,,0.011086256159385901,0.17598886061095886,1.2974925318148591,1.33064446852268,-0.024914195708961265,-0.0645079860267824
2023-04-11,158.5037384033203,160.04145880285023,158.21787125365222,160.03160702009572,47644200,-0.007591171587247314,-0.007620131181536618,157.57371139526367,151.81811706542967,,0.011191587008053172,0.17766093599670071,1.2876430433726807,1.33064446852268,-0.03231623936162355,-0.0645079860267824
2023-04-12,157.813720703125,159.74572277857914,157.49828319805357,158.9177218890988,50133100,-0.004353321297946522,-0.00436282459173115,157.94384841918946,152.15953063964844,,0.011021679861219751,0.17496374365773812,1.2820375194878137,1.33064446852268,-0.03652887768648753,-0.0645079860267824
2023-04-13,163.19577026367188,163.43234843413578,159.11489082873655,159.3218986080038,68445600,0.03410381262521178,0.03353517010385413,158.56337280273436,152.58319244384765,,0.01309811580388277,0.20792614236359205,1.3257598868309175,1.33064446852268,-0.003670839061304954,-0.0645079860267824
2023-04-14,162.8507537841797,163.9449032227771,161.48060404043056,162.23959735915352,49386500,-0.002114126358390034,-0.0021163642782395338,159.02468872070312,152.97751403808593,,0.012692729963925937,0.2014908416582752,1.3229570629092722,1.33064446852268,-0.005777204802077996,-0.0645079860267824
2023-04-17,162.8704833984375,163.02820218114718,161.6876226098968,162.73248322378927,41516200,0.00012115150712754819,0.00012114416887639603,159.5288848876953,153.26613159179686,,0.012557878034159496,0.19935013363840026,1.3231173411513086,1.33064446852268,-0.005656753212019229,-0.0645079860267824
2023-04-18,164.09278869628906,165.01936778477705,163.28449117964493,163.72807715584273,49923000,0.007504768650200333,0.007476747979063275,159.97591094970704,153.50675628662108,,0.012273124396079863,0.19482980977072267,1.3330470306937174,1.3330470306937174,0.0,-0.0645079860267824
2023-04-19,165.23622131347656,165.75865162452376,163.1760554202755,163.43235220441335,47720200,0.006968207599322485,0.00694404183716666,160.3874496459961,153.82477569580078,,0.012129213215063122,0.1925452905956113,1.3423359791432516,1.3423359791432516,0.0,-0.0645079860267824
2023-04-20,164.2701873779297,165.47276665465435,163.1957564794937,163.71818673436218,52456400,-0.005846381186084937,-0.005863538176121968,160.82215042114257,154.0659963989258,,0.0119844256992123,0.19024686003628272,1.3344881713293837,1.3423359791432516,-0.005846381186084899,-0.0645079860267824
2023-04-21,162.66348266601562,164.07305473489896,162.14105238473394,162.69305305620966,58337300,-0.009780866130124855,-0.009829013003902064,161.1223030090332,154.32882141113282,,0.012259135483090431,0.19460774266142972,1.3214357211733758,1.3423359791432516,-0.015570064644483008,-0.0645079860267824
2023-04-24,162.9690399169922,163.23518844762253,161.5496011414824,162.64375061086378,41949600,0.0018784624918177784,0.0018767003875040144,161.37267608642577,154.61842590332031,,0.012167738883159876,0.19315686661687104,1.3239179886109482,1.3423359791432516,-0.013720849935095038,-0.0645079860267824
2023-04-25,161.4313507080078,163.93507261234095,161.3919134894812,162.8310711478655,48714100,-0.009435468293656268,-0.009480264328343011,161.64325714111328,154.8699822998047,,0.012011392247811501,0.19067494072415006,1.3114262024060084,1.3423359791432516,-0.02302685558422675,-0.0645079860267824
2023-04-26,161.42144775390625,162.91974586384254,160.47516529354857,160.73144699304368,45498800,-6.13446772149695e-05,-6.134655887663448e-05,161.94439315795898,155.0653515625,,0.011944354062358678,0.18961074252183086,1.3113457533889306,1.3423359791432516,-0.023086787686418607,-0.0645079860267824
2023-04-27,166.00506591796875,166.1529178634098,162.83104713478986,162.83104713478986,64902300,0.02839534787874287,0.027999672749757377,162.32093887329103,155.36520721435548,,0.012747974841029597,0.20236782689443483,1.3485818722457215,1.3485818722457215,0.0,-0.0645079860267824
2023-04-28,167.2569122314453,167.42449781718415,165.48262879614657,166.08391841749662,55275900,0.00754101271882357,0.007512721423401121,162.68171234130858,155.64810821533203,,0.012686014194976114,0.20138423213125237,1.3587515452967014,1.3587515452967014,0.0,-0.0645079860267824
2023-05-01,167.168212890625,168.01593249804148,166.2317821133474,166.86264216717663,52472900,-0.0005303179380566903,-0.0005304586063492136,162.91286392211913,155.96117309570312,,0.012299064664170148,0.1952415987605781,1.3580309749788684,1.3587515452967014,-0.0005303179380566353,-0.0645079860267824
2023-05-02,166.1332244873047,167.91739013162538,165.14750459229282,167.66109333275145,48425700,-0.006191299083860402,-0.006210544653873887,163.0296730041504,156.27640655517578,,0.012321147346167207,0.19559215046965134,1.3496229990476276,1.3587515452967014,-0.006718333664953027,-0.0645079860267824
2023-05-03,165.0587921142578,168.47924132633688,164.7729399649435,167.07952089132834,65136000,-0.00646729380208344,-0.006488297353042133,163.11937408447267,156.65038879394533,,0.012397300802458398,0.19680104911059845,1.3408945905907377,1.3587515452967014,-0.013142178029364751,-0.0645079860267824
2023-05-04,163.4224853515625,164.6546351492701,161.9636242025262,162.53534351356944,81235400,-0.009913478353595462,-0.009962944069845782,163.21942596435548,156.9831677246094,,0.012331333224676895,0.19575384627817946,1.3276016610924632,1.3587515452967014,-0.022925371685546935,-0.0645079860267824
2023-05-05,171.0913848876953,171.8109560965244,168.32149974515366,168.5383592942621,113453200,0.04692683212860893,0.045859046092680315,163.65856170654297,157.4596646118164,,0.016089053070061712,0.2554057995234213,1.3899018013762117,1.3899018013762117,0.0,-0.0645079860267824
2023-05-08,171.0223846435547,171.36739258858663,169.65223472844943,170.0169462399646,55962800,-0.00040329467311239764,-0.00040337601828052856,164.22387237548827,157.98781372070312,,0.015500929279501576,0.2460696237837648,1.3893412613835674,1.3899018013762117,-0.0004032946731123395,-0.0645079860267824
2023-05-09,169.31710815429688,171.06182151405454,169.14953757945023,170.5788283985824,45326900,-0.009971071873497439,-0.010021115950606395,164.7645408630371,158.4580029296875,,0.015599677192655056,0.24763719830790906,1.3754880398094962,1.3899018013762117,-0.010370345266438022,-0.0645079860267824
2023-05-10,171.08151245117188,171.54480192353225,169.44521410372417,170.5492304195713,53724500,0.010420708905960696,0.010366787594268326,165.42793045043945,158.9735336303711,,0.015562036801540141,0.24703967562306142,1.3898216002759813,1.3899018013762117,-5.7702709753246495e-05,-0.0645079860267824
2023-05-11,171.26881408691406,172.09681510347738,169.71137500858376,171.36739208260082,49514700,0.0010948093283640326,0.0010942104616879901,165.83158264160156,159.53421142578125,,0.01387816575374805,0.22030905142890364,1.3913431899287254,1.3913431899287254,0.0,-0.0645079860267824
2023-05-12,170.34097290039062,171.81171738299747,168.79124488441096,171.3773983196224,45533100,-0.005417455544782235,-0.005432183171998776,166.20609359741212,160.0645037841797,,0.013955496170556062,0.22153663373883345,1.383805650049751,1.3913431899287254,-0.005417455544782195,-0.0645079860267824
2023-05-15,169.847412109375,170.97268634600138,169.2551561693846,170.92332917405315,37266700,-0.002897487214096439,-0.002901693056388572,166.554940032959,160.48398681640626,,0.013997037166030702,0.2221960765982732,1.3797960908719376,1.3913431899287254,-0.008299245750704672,-0.0645079860267824
2023-05-16,169.847412109375,170.903583292935,169.58089543020992,169.76844364659667,42110300,0.0,0.0,166.8426712036133,160.84826934814453,,0.013947586087599786,0.22141106506472027,1.3797960908719376,1.3913431899287254,-0.008299245750704672,-0.0645079860267824
2023-05-17,170.4594268798828,170.6963172454511,168.21874344813716,169.4920894098534,57951600,0.0036033211392922926,0.0035968447307331043,167.10383148193358,161.26875579833984,,0.013902380815470117,0.22069345361669565,1.3847679392940893,1.3913431899287254,-0.004725829459066088,-0.0645079860267824
2023-05-18,172.78890991210938,172.97645812210007,170.35081330561755,170.76538642479474,65496700,0.013665909095588402,0.013573372669642054,167.52976760864257,161.71079437255858,,0.014032866223343113,0.2227648452504243,1.4036920520709675,1.4036920520709675,0.0,-0.0645079860267824
2023-05-19,172.89752197265625,174.11163026725697,172.68036243226308,174.11163026725697,55809500,0.0006285823586833494,0.0006283848835411193,168.0414695739746,162.1999542236328,,0.013738559692239166,0.2180928739072855,1.4045743881319233,1.4045743881319233,0.0,-0.0645079860267824
2023-05-22,171.9499053955078,172.45332751081392,171.2095929310653,171.73274586766902,43570900,-0.005480799067197228,-0.005495873752516616,168.4905128479004,162.7113641357422,,0.013872122953409675,0.2202131249473971,1.3968761981356408,1.4045743881319233,-0.005480799067197161,-0.0645079860267824
2023-05-23,169.34400939941406,171.1405082441651,169.06762727894406,170.89373741791002,50747300,-0.015154971967561326,-0.015270982134779992,168.8861457824707,163.13181884765626,,0.014192357019566587,0.22529668314969026,1.3757065785107414,1.4045743881319233,-0.020552709678535352,-0.0645079860267824
2023-05-24,169.620361328125,170.19287135053577,168.3174194294986,168.88004898113246,45143500,0.0016318966917756583,0.0016305665952261676,169.29609146118165,163.51600646972656,,0.014181386368010536,0.22512252945526434,1.3779515895250671,1.4045743881319233,-0.018954352885691094,-0.0645079860267824
2023-05-25,170.75555419921875,171.6537886011476,169.47234283142473,170.1830440486123,56058300,0.006692550718588208,0.00667025502246361,169.53361587524415,163.91501190185548,,0.012871417976767824,0.20432742592376288,1.387173600425723,1.4045743881319233,-0.012388655135128377,-0.0645079860267824
2023-05-26,173.1639862060547,173.49960591702484,170.87396117733175,171.08125526170468,54835000,0.01410456027700313,0.01400601649682305,169.8289695739746,164.30580291748046,,0.013115212784279373,0.2081975485133894,1.406739074087595,1.406739074087595,0.0,-0.0645079860267824
2023-05-30,175.00985717773438,176.67803022234617,174.28929064745816,174.6742524991613,55964400,0.010659670131889953,0.010603256395332562,170.22105178833007,164.75026885986327,,0.013247815191296952,0.21030254646669186,1.4217344485790089,1.4217344485790089,0.0,-0.0645079860267824
2023-05-31,174.9604949951172,177.03337571367211,174.4768188110026,175.03946345752533,99625300,-0.0002820537277912205,-0.00028209351242501304,170.66241531372071,165.14643341064453,,0.013111869490281468,0.20814447536652,1.421333443077858,1.4217344485790089,-0.0002820537277912621,-0.0645079860267824
2023-06-01,177.76380920410156,177.79342049505456,174.64462268903534,175.40468096744894,68901800,0.016022555314916254,0.015895549022977833,171.29766616821288,165.56160064697266,,0.01325046211235955,0.21034456503592178,1.4441068367905132,1.4441068367905132,0.0,-0.0645079860267824
2023-06-02,178.61270141601562,179.43198227661338,176.94452840385708,178.69166987914852,61996900,0.004775393910126047,0.004764027887089236,172.05717697143555,166.02233123779297,,0.012851634352181444,0.20401337061964073,1.451003015784494,1.451003015784494,0.0,-0.0645079860267824
2023-06-05,177.26040649414062,182.56103856696868,175.74028990045602,180.27101332814428,121946500,-0.0075711016694456346,-0.007599907948642618,172.36562805175782,166.43433074951173,,0.008393847287255023,0.13324819479078562,1.4400173244293173,1.451003015784494,-0.007571101669445671,-0.0645079860267824
2023-06-06,176.8951873779297,177.79342164547316,175.13816542041533,177.64536518975015,64848400,-0.0020603535974798026,-0.002062479045905143,172.65926818847657,166.8130029296875,,0.008424923781305839,0.13374151884005503,1.4370503795544962,1.451003015784494,-0.00961585612036387,-0.0645079860267824
2023-06-07,175.52313232421875,178.8693435880805,175.0295907510138,176.13511905525095,61944600,-0.007756316460885926,-0.007786553135027461,172.96956939697264,167.20307098388673,,0.008276368728954243,0.131383280492908,1.4259041620404354,1.451003015784494,-0.017297588958137877,-0.0645079860267824
2023-06-08,178.2376251220703,178.50412674833163,175.1677956906412,175.60209965770608,50214900,0.01546515699615858,0.0153467902691173,173.32737503051757,167.65984893798827,,0.00862149135065433,0.13686193226595433,1.4479559937678665,1.451003015784494,-0.0020999418908719775,-0.0645079860267824
2023-06-09,178.62258911132812,179.87617397731293,178.2968498358667,179.1556074319137,48900000,0.0021598357192773587,0.0021575066271448985,173.69506378173827,168.0628176879883,,0.008618334238760449,0.13681181466835984,1.451083340843148,1.451083340843148,0.0,-0.0645079860267824
2023-06-12,181.416015625,181.51472997018058,178.63244881890137,178.92857679274874,54274900,0.015638708001992185,0.015517683554533934,174.24881591796876,168.4903091430664,,0.008927171076275851,0.14171444747492837,1.4737764094971493,1.4737764094971493,0.0,-0.0645079860267824
